MET(GeV),#phi_{MET},light_jets_multiplicity,pT_{b_{1}}(GeV),#eta_{b_{1}},#phi_{b_{1}},Energy_{b_{1}}(GeV),Mass_{b_{1}}(GeV),#Delta R_{b_{1}b_{2}},#Delta #eta_{b_{1}b_{2}},#Delta #phi_{b_{1}b_{2}},#Delta pT_{b_{1}b_{2}}(GeV),#Delta #vec{pT}_{b_{1}b_{2}}(GeV),#Delta #vec{p}_{b_{1}b_{2}}(GeV),#Delta R_{b_{1}#tau_{1}},#Delta #eta_{b_{1}#tau_{1}},#Delta #phi_{b_{1}#tau_{1}},#Delta pT_{b_{1}#tau_{1}}(GeV),#Delta #vec{pT}_{b_{1}#tau_{1}}(GeV),#Delta #vec{p}_{b_{1}#tau_{1}}(GeV),#Delta R_{b_{1}#tau_{2}},#Delta #eta_{b_{1}#tau_{2}},#Delta #phi_{b_{1}#tau_{2}},#Delta pT_{b_{1}#tau_{2}}(GeV),#Delta #vec{pT}_{b_{1}#tau_{2}}(GeV),#Delta #vec{p}_{b_{1}#tau_{2}}(GeV),pT_{b_{2}}(GeV),#eta_{b_{2}},#phi_{b_{2}},Energy_{b_{2}}(GeV),Mass_{b_{2}}(GeV),#Delta R_{b_{2}#tau_{1}},#Delta #eta_{b_{2}#tau_{1}},#Delta #phi_{b_{2}#tau_{1}},#Delta pT_{b_{2}#tau_{1}}(GeV),#Delta #vec{pT}_{b_{2}#tau_{1}}(GeV),#Delta #vec{p}_{b_{2}#tau_{1}}(GeV),#Delta R_{b_{2}#tau_{2}},#Delta #eta_{b_{2}#tau_{2}},#Delta #phi_{b_{2}#tau_{2}},#Delta pT_{b_{2}#tau_{2}}(GeV),#Delta #vec{pT}_{b_{2}#tau_{2}}(GeV),#Delta #vec{p}_{b_{2}#tau_{2}}(GeV),pT_{#tau_{1}}(GeV),#eta_{#tau_{1}},#phi_{#tau_{1}},Energy_{#tau_{1}}(GeV),Mass_{#tau_{1}}(GeV),#Delta R_{#tau_{1}#tau_{2}},#Delta #eta_{#tau_{1}#tau_{2}},#Delta #phi_{#tau_{1}#tau_{2}},#Delta pT_{#tau_{1}#tau_{2}}(GeV),#Delta #vec{pT}_{#tau_{1}#tau_{2}}(GeV),#Delta #vec{p}_{#tau_{1}#tau_{2}}(GeV),pT_{#tau_{2}}(GeV),#eta_{#tau_{2}},#phi_{#tau_{2}},Energy_{#tau_{2}}(GeV),Mass_{#tau_{2}}(GeV),Q_{#tau_{1}}Q_{#tau_{2}},sT(GeV)
12.23904037,2.502460718,0,70.42493439,-0.005413473,0.367395133,70.80697391,7.335586071,2.453847503,-0.571343363,2.386406153,34.99382019,99.24118618,101.5477223,3.125543106,0.889084875,2.996422499,30.13179398,110.4481576,117.6957841,1.597712223,1.437609374,-0.697110921,40.61834526,51.27671867,78.31276844,35.4311142,0.56592989,-2.019011021,41.54078026,4.838330746,1.582709885,1.460428238,0.610016346,-4.862026215,23.20814828,66.37338048,3.680213125,2.008952737,-3.083517075,5.62452507,65.21040573,103.7629149,40.29314041,-0.894498348,-2.629027367,57.61012729,3.276707888,2.647107104,0.548524499,2.589651887,10.48655128,67.50774166,70.0041134,29.80658913,-1.443022847,1.064506054,66.64862037,2.177153826,-1,188.1948185
16.70630646,1.060521364,1,48.69384003,-2.310564995,-2.995252609,247.9437305,7.336222649,2.841351885,-0.458996534,-2.804033294,2.813041687,93.23197656,137.0709823,2.911163253,-2.869853079,-0.4886868,-3.459197998,24.6266074,274.823302,4.329203324,-3.775798082,2.117864553,18.80524445,69.12716173,311.9936488,45.88079834,-1.85156846,-0.191219315,150.2264903,12.23729897,3.342612551,-2.410856545,2.315346494,-6.272239685,89.82169761,195.1389209,3.58528605,-3.316801548,-1.36128746,15.99220276,49.27439383,209.6323445,52.15303802,0.559288085,-2.506565809,60.53946717,1.336705565,2.759501097,-0.905945003,2.606551353,22.26444244,79.34193575,85.01001752,29.88859558,1.465233088,1.170068145,68.18880781,2.588367701,-1,193.3225784
73.03193665,-0.242467418,3,54.1030426,1.56525445,-0.774446726,135.4463077,10.13931561,2.38555258,0.651131749,-2.294970274,10.68491364,89.02161358,118.5596679,1.89512487,1.261519819,-1.414236903,-7.665107727,75.50045322,129.0877541,0.971774438,0.843743026,-0.482123703,13.55866241,26.1518368,95.54724252,43.41812897,0.914122701,1.520523548,63.50135047,9.019095421,1.071571214,0.61038807,0.880733371,-18.35002136,47.81185876,54.61707503,1.823050135,0.192611277,1.812846571,2.873748779,66.1277196,67.51061951,61.76815033,0.30373463,0.639790177,64.69181769,2.605583191,1.021456053,-0.417776793,0.9321132,21.22377014,49.73197959,51.35461671,40.54438019,0.721511424,-0.292323023,52.28809099,8.674747467,-1,272.8656387
7.071623325,-3.014132977,0,41.61338043,0.577428997,-1.323524714,49.20111103,6.678410053,2.138657526,0.986514091,-1.897536814,4.310115814,64.1845914,76.20297572,2.181880393,0.584477052,2.10213906,-18.61222458,88.87366212,92.54585191,0.971878399,0.780438334,-0.579192221,10.68724632,23.10853438,39.23522049,37.30326462,-0.409085095,0.574012101,41.47375368,9.076387405,2.31863087,-0.40203704,-2.283509433,-22.92234039,89.20048132,90.49720626,1.334353658,-0.206075758,1.318344593,6.377130508,42.090937,43.12081583,60.22560501,-0.007048055,2.857521534,60.44599497,5.139516354,2.68848252,0.195961282,-2.681331281,29.2994709,88.99996267,89.19511378,30.92613411,-0.203009337,-0.744332492,31.56978098,0.513659239,-1,177.1400075
33.52484512,1.590909123,0,57.46842575,-1.095715523,2.976793766,96.08496452,10.03841114,2.882768286,-0.24465245,-2.872368042,15.14472198,98.91023905,105.196109,1.532236096,-0.28851223,-1.504828278,19.86473083,66.57137039,79.0285039,2.329264839,-0.355014503,2.302051127,20.33010101,86.78962287,98.34556438,42.32370377,-0.851063073,-0.434023499,59.26580196,8.863895416,1.368242919,-0.04385978,1.367539763,4.72000885,50.62412946,51.07472676,1.114245095,-0.110362053,-1.108766139,5.185379028,42.0620011,43.33705927,37.60369492,-0.807203293,-1.801563263,50.55337845,1.386400938,2.477198715,-0.066502273,-2.476305902,0.465370178,70.64501033,70.74004313,37.13832474,-0.74070102,0.674742639,47.96750442,3.999722004,-1,208.0589943
26.44824219,1.210425138,0,55.70272064,-0.148692787,0.148460284,56.57466866,5.365783215,2.297307326,0.921984017,2.104178324,5.100395203,92.35638978,108.4387839,2.268768896,0.309703708,2.247531071,-15.99027252,115.0849085,117.9225733,2.254309739,-0.050639816,-2.253740892,5.695232391,95.49531516,95.55589027,50.60232544,-1.070676804,-1.95571804,82.97348935,8.989583015,0.628837966,-0.612280309,0.143352747,-21.09066772,22.786853,38.56491198,2.156999453,-0.972623833,1.925266091,0.594837189,82.57105595,102.2030177,71.69299316,-0.458396494,-2.099070787,79.63667639,6.654696941,1.817983119,-0.360343523,1.781913344,21.68550491,95.62009166,99.95460672,50.00748825,-0.098052971,2.402201176,50.34032162,3.046109676,-1,254.4537697
40.89857864,-0.985696614,1,100.0441971,0.821565688,1.613882184,136.391377,13.21178627,2.358533252,-0.599254906,-2.281134073,54.57243729,134.1993968,134.2354066,2.630689427,-0.605428398,2.560074866,40.87467957,152.9804149,154.9136338,3.091765276,1.022916526,2.917645335,77.10777473,122.5137968,155.8964788,45.4717598,1.420820594,-2.38816905,99.89232829,7.243414402,1.441989584,-0.006173491,-1.441976368,-13.69775772,69.83865201,75.06021199,1.951249935,1.622171432,-1.084405899,22.53533745,40.23335241,101.6022004,59.16951752,1.426994085,-0.946192682,130.4112049,3.79528451,1.667142414,1.628344923,0.357570469,36.23309517,38.52940739,126.7986601,22.93642235,-0.201350838,-1.303763151,23.48350855,1.9435817,-1,268.5204754
14.87220383,-0.724802673,1,48.39333344,-1.303136468,-2.919394732,95.87148794,6.695991993,2.691704859,-0.099026322,-2.689882681,15.3007164,79.49033441,85.79881189,1.975992787,-0.759836018,1.824060504,14.16099548,65.9086432,91.14976926,2.525349642,-1.769470811,-1.801766872,24.60188484,58.60960863,110.7674985,33.09261703,-1.204110146,-0.229512051,60.46927183,6.44200325,1.888620434,-0.660809696,-1.769242123,-1.139720917,52.0926366,60.45160808,1.891860058,-1.670444489,0.888115808,9.301168442,25.84088982,66.89277732,34.23233795,-0.54330045,1.539730072,39.56107821,3.452795267,2.842694776,-1.009634793,2.657357931,10.44088936,56.38697168,64.36028321,23.79144859,0.466334343,-1.117627859,26.82141763,4.590831757,-1,154.3819408
104.6710815,2.745920658,1,94.48499298,-1.502162695,0.230865821,224.3947674,27.50223732,1.175739098,-0.13534236,1.167923316,16.20552826,96.20555771,112.39026,3.311139514,-1.534905836,2.933889732,44.36943436,143.8950149,249.0776109,2.533784681,-0.506668508,-2.482609883,62.98071098,120.9411234,204.4648591,78.27946472,-1.366820335,-0.937057495,163.9293608,11.62085533,2.253312074,-1.399563476,1.765966415,28.1639061,100.8010548,176.7622732,2.658710257,-0.371326149,2.632652108,46.77518272,106.8988321,151.0775479,50.11555862,0.032743141,-2.703023911,50.3233683,4.26362896,1.344773621,1.028237328,0.866685692,18.61127663,38.20898041,54.20382406,31.504282,-0.995494187,2.713475704,48.56383864,3.362116337,-1,359.0553799
64.90940094,0.669112146,1,56.54898453,-2.088732481,-1.807317734,231.92606,7.370009899,2.74718061,-0.96909976,2.570573274,20.5833931,88.95851977,196.8305165,3.001220785,-1.139451563,-2.776504338,-4.002246857,115.1568912,195.7511011,2.722164192,-1.951849505,1.897488181,20.16945267,76.43057738,232.7192158,35.96559143,-1.119632721,1.905294299,61.58513279,8.724730492,0.951481662,-0.170351803,0.936107695,-24.58563995,48.75930471,51.73260009,1.191150958,-0.982749745,-0.673085093,-0.41394043,23.8934048,50.27072474,60.55123138,-0.949280918,0.969186604,90.01389964,3.523156404,1.802634696,-0.812397942,-1.609192789,24.17169952,71.82647008,94.56824554,36.37953186,-0.136882976,2.578379393,36.73850295,1.137628555,-1,254.3547401
8.287154198,-0.601293266,0,145.029953,-1.426086426,2.648568153,319.3155103,6.152369499,0.999814366,0.427479148,-0.903819863,97.89585114,121.6462415,183.7275317,2.887626613,0.034222126,-2.887423817,29.03938293,258.9417173,263.3667395,2.410206798,0.358961225,2.383326173,70.37037659,205.743641,216.7514116,47.13410187,-1.853565574,-2.730797291,154.2086607,5.515681267,2.022210605,-0.393257022,-1.983603954,-68.8564682,141.64059,167.6082209,2.996822654,-0.068517923,-2.996039271,-27.52547455,121.4877712,139.9585227,115.9905701,-1.460308552,-0.747193336,263.2686811,0.976781964,1.063240685,0.324739099,-1.012435317,41.33099365,99.25718145,101.2760784,74.65957642,-1.78504765,0.265241981,229.3756102,17.01053429,-1,391.1013556
51.56454086,0.861741424,0,74.44445038,0.092246078,1.931374431,75.03603494,6.413881779,0.890585521,0.122425178,0.882130742,15.26231384,58.69145895,59.32739579,2.631126633,-1.058752276,-2.408707325,-74.80564117,210.5558553,294.1710492,3.203304781,-1.523084857,2.818044364,47.93846893,99.93108371,115.1161604,59.18213654,-0.0301791,1.049243689,59.34073565,3.9505229,3.217036242,-1.181177454,2.99234724,-90.06795502,207.9606021,298.4710331,2.540760679,-1.645510035,1.935913622,32.67615509,72.97475565,98.2649329,149.2500916,1.150998354,-1.943103552,259.5227506,0.909947693,1.153974322,-0.464332581,-1.056433618,122.7441101,138.1506075,202.6699722,26.50598145,1.615330935,-0.886669934,69.30406154,1.312542677,-1,360.9472008
35.30548096,-1.124785662,0,91.63209534,-1.271986842,1.837675571,177.1460645,17.19342613,1.404120415,-1.401800275,0.080685377,50.799366,51.0384228,164.0828508,2.34260618,-0.261652827,-2.327947919,23.66600037,146.8710793,162.5558991,2.529171846,0.260965466,2.515672326,44.9937706,132.2814422,140.6025113,40.83272934,0.129813433,1.756990194,41.87851535,7.631731987,2.664854697,1.140147448,-2.408633296,-27.13336563,102.0382634,133.6248746,2.948550721,1.662765741,2.434986949,-5.805595398,82.09298821,135.8907269,67.96609497,-1.010334015,-2.117561817,105.7123737,0.939686835,1.531495168,0.522618294,-1.439565063,21.32777023,77.23308271,80.30917382,46.63832474,-1.532952309,-0.677996755,113.5098012,10.26205349,-1,282.3747253
20.82080078,-1.033084273,0,100.3928909,0.724237382,2.042401791,128.3764596,11.13002682,0.90811354,0.274595201,0.865602493,23.45054626,77.36373805,88.7346642,3.855882919,2.508016407,-2.928768818,-26.91119385,226.42707,501.448299,2.958347207,2.495815575,-1.58830816,75.25445557,103.9185205,183.3066823,76.94234467,0.449642181,1.176799297,85.52682406,10.72026157,3.344004395,2.233421206,2.488813996,-50.36174011,194.1361687,448.1853716,3.309908978,2.221220374,-2.453910653,51.8039093,97.67941899,145.2832684,127.3040848,-1.783779025,-1.312014699,389.5898168,3.906708479,1.340516183,-0.012200832,1.340460658,102.1656494,124.0041136,321.3051791,25.13843536,-1.771578193,-2.652475357,76.0499803,0.76225704,-1,350.5985565
36.23038864,-0.005588438,0,47.89218903,0.199421689,2.577338219,49.61172105,8.673454285,2.868810356,0.412514433,-2.83899713,0.580696106,94.11614531,96.17065984,2.629742463,2.42722325,-1.011994425,5.209407806,44.13571657,210.0400095,2.99150335,2.176081583,2.052744806,21.7663269,64.31270677,120.6674747,47.31149292,-0.213092744,-0.866849959,48.95377961,7.409856319,2.719740888,2.014708817,1.827002704,4.6287117,71.29988013,198.8037381,2.246393498,1.76356715,-1.391443372,21.1856308,49.79891135,96.21773969,42.68278122,-2.227801561,-2.693852663,200.3529896,2.602825642,3.075011983,-0.251141667,3.064739231,16.5569191,68.7607898,124.0508515,26.12586212,-1.976659894,0.524593413,96.21014966,4.484238625,-1,200.2427139
12.7606287,2.218142271,1,78.39386749,0.962511778,2.432618141,118.2141831,12.04905796,3.148714162,-0.746029377,-3.059058849,33.69132614,122.9994635,127.0170613,1.48738024,-0.330039859,-1.450301234,27.79972839,88.0445595,88.079186,2.786212978,-1.195282936,2.516799845,46.85584068,105.5977071,115.5662834,44.70254135,1.708541155,-0.791508317,127.7087396,8.162104607,1.661670347,0.415989518,1.608757615,-5.891597748,68.77322117,76.79098329,0.837937765,-0.449253559,-0.707326613,13.16451454,29.15022929,32.90331984,50.5941391,1.292551637,-2.400265932,99.43480265,8.399027824,2.472426285,-0.865243077,-2.316084228,19.05611229,75.62199606,90.34037662,31.53802681,2.157794714,-0.084181704,138.3131166,3.951618671,-1,217.9892035
